time,travelReason,trips
11:15 AM,travelToWork,41954.44165
11:15 AM,returnHomeFromWork,10408.08407
11:15 AM,travelToClass,10750.40872
11:15 AM,returnHomeFromNonworkLoc,149839.4535
11:15 AM,otherTrip,469932.8183
11:20 AM,travelToWork,42246.88441
11:20 AM,returnHomeFromWork,12188.24578
11:20 AM,travelToClass,10857.22781
11:20 AM,returnHomeFromNonworkLoc,158628.9316
11:20 AM,otherTrip,484547.7392
11:25 AM,travelToWork,41454.99062
11:25 AM,returnHomeFromWork,14158.96824
11:25 AM,travelToClass,9793.762882
11:25 AM,returnHomeFromNonworkLoc,159815.3267
11:25 AM,otherTrip,480762.2062
11:30 AM,travelToWork,40413.12424
11:30 AM,returnHomeFromWork,15957.04616
11:30 AM,travelToClass,9805.851718
11:30 AM,returnHomeFromNonworkLoc,160358.7529
11:30 AM,otherTrip,469658.0564
11:35 AM,travelToWork,41144.7764
11:35 AM,returnHomeFromWork,17834.02286
11:35 AM,travelToClass,10071.27361
11:35 AM,returnHomeFromNonworkLoc,166595.4944
11:35 AM,otherTrip,467365.9748
11:40 AM,travelToWork,40843.08167
11:40 AM,returnHomeFromWork,20225.60832
11:40 AM,travelToClass,9394.327406
11:40 AM,returnHomeFromNonworkLoc,171907.2805
11:40 AM,otherTrip,467082.0942
11:45 AM,travelToWork,38362.29848
11:45 AM,returnHomeFromWork,21284.71102
11:45 AM,travelToClass,8527.188872
11:45 AM,returnHomeFromNonworkLoc,169274.1643
11:45 AM,otherTrip,437838.3231
11:50 AM,travelToWork,38371.95554
11:50 AM,returnHomeFromWork,24362.82175
11:50 AM,travelToClass,9288.653604
11:50 AM,returnHomeFromNonworkLoc,180016.1895
